"category","register","size","datatype","description_en","description_de","ha_sensor_name","unit","min_max","display_code","scaling_factor","source","rw_spec","rw_implemented"
"Zones - Parameters","1167","1","uint16","Zone 2 night setback","Heizkreis 2 Nachtabsenkung","zone2_night_setback","°C","0-65535","mdi:weather-night","0.1","German parameter list","R/W","R"
"Zones - Parameters","1168","1","uint16","Zone 2 cooling setpoint 1","Heizkreis 2 Kühlsollwert 1","zone2_cooling_room_setpoint_1","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","1169","1","uint16","Zone 2 cooling setpoint 2","Heizkreis 2 Kühlsollwert 2","zone2_cooling_room_setpoint_2","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","1170","1","uint16","Zone 2 cooling setpoint 3","Heizkreis 2 Kühlsollwert 3","zone2_cooling_room_setpoint_3","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","1171","1","uint16","Zone 2 cooling setpoint 4","Heizkreis 2 Kühlsollwert 4","zone2_cooling_room_setpoint_4","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","1172","1","uint16","Zone 2 cooling setpoint 5","Heizkreis 2 Kühlsollwert 5","zone2_cooling_room_setpoint_5","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","1173","1","uint16","Zone 2 cooling night setback","Heizkreis 2 Kühlung Nachtabsenkung","zone2_cooling_night_setback","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","1174","1","uint16","Zone 2 holiday setpoint","Heizkreis 2 Feriensollwert","zone2_holiday_setpoint","°C","0-65535","mdi:beach","0.1","German parameter list","R/W","R"
"Zones - Parameters","1175","1","uint16","Zone 2 temporary setpoint","Heizkreis 2 Temporärer Sollwert","zone2_temporary_setpoint","°C","0-65535","mdi:clock-fast","0.1","German parameter list","R/W","R"
"Zones - Parameters","1176","1","uint16","Zone 2 room setpoint (manual)","Heizkreis 2 Raumsollwert (manuell)","zone2_room_setpoint_manual","°C","0-65535","","0.1","GTW-08 spec","R","R"
"Zones - Parameters","1177","1","uint16","Zone 2 DHW comfort setpoint","Heizkreis 2 TWW Komfortsollwert","zone2_dhw_comfort_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","1178","1","uint16","Zone 2 DHW reduced setpoint","Heizkreis 2 TWW Reduzierter Sollwert","zone2_dhw_reduced_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","1179","1","uint16","Zone 2 DHW holiday setpoint","Heizkreis 2 TWW Feriensollwert","zone2_dhw_holiday_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","1180","1","uint16","Zone 2 DHW anti-legionella setpoint","Heizkreis 2 TWW Anti-Legionellen-Sollwert","zone2_dhw_antilegionella_setpoint","°C","0-65535","mdi:bacteria-outline","0.01","German parameter list","R/W","R"
"Zones - Parameters","1181","1","uint16","Zone 2 swimming pool setpoint","Heizkreis 2 Schwimmbad-Sollwert","zone2_swimming_pool_setpoint","°C","0-65535","mdi:pool-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","1182","1","uint16","Zone 2 process heat setpoint","Heizkreis 2 Prozesswärme-Sollwert","zone2_process_heat_setpoint","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","1183","1","uint16","Zone 2 heating control strategy (0=Automatic; 1=Room control; 2=Weather-compensated; 3=Weather-compensated + room)","Heizkreis 2 Regelstrategie (0=Automatisch; 1=Raumregelung; 2=Witterungsgeführt; 3=Witterungsgeführt + Raum)","zone2_heating_control_strategy","","0-65535","mdi:strategy","","German parameter list","R/W","R"
"Zones - Parameters","1184","1","uint16","Zone 2 max flow setpoint","Heizkreis 2 Max. Vorlaufsollwert","zone2_max_flow_setpoint","°C","0-65535","mdi:thermometer-chevron-up","0.01","German parameter list","R/W","R"
"Zones - Parameters","1185","1","uint16","Zone 2 cooling mixing circuit setpoint","Heizkreis 2 Kühlsollwert Mischkreis","zone2_cooling_mixing_setpoint","°C","0-65535","mdi:snowflake-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","1186","1","uint16","Zone 2 heating curve gradient","Heizkreis 2 Heizkurve Steilheit","zone2_heating_curve_gradient","","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","1187","1","uint16","Zone 2 heating curve footpoint","Heizkreis 2 Heizkurve Fußpunkt","zone2_heating_curve_footpoint","°C","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","1188","1","uint16","Zone 2 heating curve footpoint night","Heizkreis 2 Heizkurve Fußpunkt Nacht","zone2_heating_curve_footpoint_night","°C","0-65535","mdi:chart-line","0.1","German parameter list","R/W","R"
"Zones - Parameters","1189","1","uint16","Zone 2 max preheat time","Heizkreis 2 Max. Vorheizzeit","zone2_max_preheat_time","min","0-65535","mdi:clock-start","","German parameter list","R/W","R"
"Zones - Parameters","1190","1","uint16","Zone 2 mixing valve shift","Heizkreis 2 Mischventil Verschiebung","zone2_mixing_valve_shift","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","1191","1","uint16","Zone 2 mixing valve bandwidth","Heizkreis 2 Mischventil Bandbreite","zone2_mixing_valve_bandwidth","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","1192","1","uint16","Zone 2 DHW hysteresis","Heizkreis 2 TWW Hysterese","zone2_dhw_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","1193","1","uint16","Zone 2 DHW calorifier offset","Heizkreis 2 TWW Speicher Verschiebung","zone2_dhw_calorifier_offset","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","1194","1","uint16","Zone 2 DHW calorifier setpoint raise","Heizkreis 2 TWW Speicher Sollwertanhebung","zone2_dhw_calorifier_raise","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","1195","1","uint16","Zone 2 process heat hysteresis","Heizkreis 2 Prozesswärme Hysterese","zone2_process_heat_hysteresis","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","1196","1","uint16","Zone 2 process heat offset","Heizkreis 2 Prozesswärme Verschiebung","zone2_process_heat_offset","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","1197","1","uint16","Zone 2 process heat calorifier raise","Heizkreis 2 Prozesswärme Sollwertanhebung","zone2_process_heat_calorifier_raise","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","1198","1","uint16","Zone 2 DHW calorifier hysteresis","Heizkreis 2 TWW Speicher Hysterese","zone2_dhw_calorifier_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","1199","1","uint16","Zone 2 pump post-run","Heizkreis 2 Pumpennachlauf","zone2_pump_post_run","min","0-65535","mdi:pump","","German parameter list","R/W","R"
"Zones - Parameters","1200","1","uint16","Zone 2 time program (0=Time program 1; 1=Time program 2; 2=Time program 3)","Heizkreis 2 Zeitprogramm (0=Zeitprogramm 1; 1=Zeitprogramm 2; 2=Zeitprogramm 3)","zone2_time_program_selected","","0-65535","mdi:clock-outline","","German parameter list","R/W","R"
"Zones - Measurements","1612","1","int16","Zone 2 flow temperature","Heizkreis 2 Vorlauftemperatur","zone2_flow_temp","°C","-32768-32767","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","1613","1","uint16","Zone 2 flow setpoint","Heizkreis 2 Temperatursollwert","zone2_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","1614","1","int16","Zone 2 room setpoint","Heizkreis 2 Raumtemperatursollwert","zone2_room_setpoint","°C","-32768-32767","","0.1","GTW-08 spec","R","R"
"Zones - Measurements","1615","1","int16","Zone 2 outdoor temperature","Heizkreis 2 Außentemperatur","zone2_outside_temp","°C","-32768-32767","","0.01","German parameter list","R","R"
"Zones - Measurements","1616","1","int16","Zone 2 room temperature","Heizkreis 2 Raumtemperatur","zone2_room_temp","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R","R"
"Zones - Measurements","1617","1","int16","Zone 2 room temperature measured","Heizkreis 2 Raumtemperatur gemessen","zone2_room_temp_measured","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Measurements","1618","1","bool","Zone 2 heat demand","Heizkreis 2 Wärmeanforderung","zone2_heat_demand","","0-1","","","German parameter list","R","R"
"Zones - Measurements","1619","1","uint16","Zone 2 activity (0=Off; 1=Eco; 2=Comfort; 3=Anti-legionella)","Heizkreis 2 Einstellung (0=Aus; 1=Eco; 2=Komfort; 3=Anti-Legionellen)","zone2_activity","","0-65535","mdi:thermostat","","GTW-08 spec","R","R"
"Zones - Measurements","1620","1","uint16","Zone 2 operating mode (0=Scheduling; 1=Manual; 2=Off; 3=Temporary)","Heizkreis 2 Betriebsart (0=Zeitprogramm; 1=Manuell; 2=Aus; 3=Temporär)","zone2_operating_mode","","0-65535","mdi:cog","","GTW-08 spec","R","R"
"Zones - Measurements","1621","1","uint16","Zone 2 heating mode (0=Standby; 1=Heating; 2=Cooling)","Heizkreis 2 Heizmodus (0=Standby; 1=Heizen; 2=Kühlen)","zone2_heating_mode","","0-65535","mdi:thermostat","","German parameter list","R","R"
"Zones - Measurements","1622","1","bool","Zone 2 pump","Heizkreis 2 Pumpe","zone2_pump","","0-1","","","GTW-08 spec","R","R"
"Zones - Measurements","1623","1","bool","Zone 2 flow measurement","Heizkreis 2 Vorlaufmessung","zone2_flow_measurement","","0-1","mdi:thermometer-check","","GTW-08 spec","R","R"
"Zones - Measurements","1624","1","bool","Zone 2 mixing valve opening","Heizkreis 2 Mischventil öffnend","zone2_mixing_valve_opening","","0-1","mdi:valve-open","","German parameter list","R","R"
"Zones - Measurements","1625","1","bool","Zone 2 swimming pool pump","Heizkreis 2 Schwimmbadpumpe","zone2_swimming_pool_pump","","0-1","mdi:pool","","German parameter list","R","R"
"Zones - Measurements","1626","1","bool","Zone 2 electrical backup output","Heizkreis 2 Elektro-Backup Ausgang","zone2_electrical_backup_output","","0-1","mdi:lightning-bolt","","German parameter list","R","R"
"Zones - Measurements","1627","2","uint32","Zone 2 pump hours","Heizkreis 2 Pumpenbetriebsstunden","zone2_pump_hours","h","0-4294967295","mdi:clock-outline","","GTW-08 spec","R","R"
"Zones - Measurements","1629","2","uint32","Zone 2 pump starts","Heizkreis 2 Pumpenstarts","zone2_pump_starts","","0-4294967295","mdi:counter","","GTW-08 spec","R","R"
"Zones - Parameters","1664","1","uint16","Zone 3 type (0=Not present; 1=CH only; 2=CH and cooling; 3=DHW; 4=Process heat; 5=Swimming pool; 254=Other)","Heizkreis 3 Typ (0=Nicht vorhanden; 1=Nur Heizung; 2=Heizung + Kühlung; 3=Warmwasser; 4=Prozesswärme; 5=Schwimmbad; 254=Sonstige)","zone3_zone_type","","0-65535","mdi:information-outline","","German parameter list","R","R"
"Zones - Parameters","1665","1","uint16","Zone 3 function (0=Disabled; 1=Direct; 2=Mixing circuit; 3=Swimming pool; 4=High temperature; 5=Fan convector; 6=DHW tank; 7=Electrical DHW; 8=Time program; 9=Process heat; 10=DHW layered; 11=DHW internal tank; 12=DHW commercial tank; 13=Occupied; 254=DHW primary)","Heizkreis 3 Funktion (0=Deaktiviert; 1=Direkt; 2=Mischkreis; 3=Schwimmbad; 4=Hochtemperatur; 5=Gebläsekonvektor; 6=Warmwasserspeicher; 7=Elektrische Warmwasserbereitung; 8=Zeitprogramm; 9=Prozesswärme; 10=Warmwasser geschichtet; 11=Interner Warmwasserspeicher; 12=Gewerblicher Warmwasserspeicher; 13=Belegt; 254=TWW primär)","zone3_function","","0-65535","mdi:information-outline","","GTW-08 spec","R","R"
"Zones - Parameters","1669","1","uint16","Zone 3 device type","Heizkreis 3 Gerätetyp","zone3_device_type","","0-65535","mdi:developer-board","","GTW-08 spec","R","R"
"Zones - Parameters","1672","1","uint16","Zone 3 fixed flow setpoint","Heizkreis 3 Vorlaufsollwert (fest)","zone3_fixed_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Parameters","1673","1","uint16","Zone 3 control mode (0=Scheduling; 1=Manual; 2=Off)","Heizkreis 3 Steuerungsmodus (0=Zeitprogramm; 1=Manuell; 2=Aus)","zone3_control_mode","","0-65535","mdi:cog","","GTW-08 spec","R/W","R"
"Zones - Parameters","1674","1","uint16","Zone 3 comfort setpoint 1","Heizkreis 3 Komfortsollwert 1","zone3_comfort_setpoint_1","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","1675","1","uint16","Zone 3 comfort setpoint 2","Heizkreis 3 Komfortsollwert 2","zone3_comfort_setpoint_2","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","1676","1","uint16","Zone 3 comfort setpoint 3","Heizkreis 3 Komfortsollwert 3","zone3_comfort_setpoint_3","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","1677","1","uint16","Zone 3 comfort setpoint 4","Heizkreis 3 Komfortsollwert 4","zone3_comfort_setpoint_4","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","1678","1","uint16","Zone 3 comfort setpoint 5","Heizkreis 3 Komfortsollwert 5","zone3_comfort_setpoint_5","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","1679","1","uint16","Zone 3 night setback","Heizkreis 3 Nachtabsenkung","zone3_night_setback","°C","0-65535","mdi:weather-night","0.1","German parameter list","R/W","R"
"Zones - Parameters","1680","1","uint16","Zone 3 cooling setpoint 1","Heizkreis 3 Kühlsollwert 1","zone3_cooling_room_setpoint_1","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","1681","1","uint16","Zone 3 cooling setpoint 2","Heizkreis 3 Kühlsollwert 2","zone3_cooling_room_setpoint_2","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","1682","1","uint16","Zone 3 cooling setpoint 3","Heizkreis 3 Kühlsollwert 3","zone3_cooling_room_setpoint_3","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","1683","1","uint16","Zone 3 cooling setpoint 4","Heizkreis 3 Kühlsollwert 4","zone3_cooling_room_setpoint_4","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","1684","1","uint16","Zone 3 cooling setpoint 5","Heizkreis 3 Kühlsollwert 5","zone3_cooling_room_setpoint_5","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","1685","1","uint16","Zone 3 cooling night setback","Heizkreis 3 Kühlung Nachtabsenkung","zone3_cooling_night_setback","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","1686","1","uint16","Zone 3 holiday setpoint","Heizkreis 3 Feriensollwert","zone3_holiday_setpoint","°C","0-65535","mdi:beach","0.1","German parameter list","R/W","R"
"Zones - Parameters","1687","1","uint16","Zone 3 temporary setpoint","Heizkreis 3 Temporärer Sollwert","zone3_temporary_setpoint","°C","0-65535","mdi:clock-fast","0.1","German parameter list","R/W","R"
"Zones - Parameters","1688","1","uint16","Zone 3 room setpoint (manual)","Heizkreis 3 Raumsollwert (manuell)","zone3_room_setpoint_manual","°C","0-65535","","0.1","GTW-08 spec","R","R"
"Zones - Parameters","1689","1","uint16","Zone 3 DHW comfort setpoint","Heizkreis 3 TWW Komfortsollwert","zone3_dhw_comfort_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","1690","1","uint16","Zone 3 DHW reduced setpoint","Heizkreis 3 TWW Reduzierter Sollwert","zone3_dhw_reduced_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","1691","1","uint16","Zone 3 DHW holiday setpoint","Heizkreis 3 TWW Feriensollwert","zone3_dhw_holiday_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","1692","1","uint16","Zone 3 DHW anti-legionella setpoint","Heizkreis 3 TWW Anti-Legionellen-Sollwert","zone3_dhw_antilegionella_setpoint","°C","0-65535","mdi:bacteria-outline","0.01","German parameter list","R/W","R"
"Zones - Parameters","1693","1","uint16","Zone 3 swimming pool setpoint","Heizkreis 3 Schwimmbad-Sollwert","zone3_swimming_pool_setpoint","°C","0-65535","mdi:pool-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","1694","1","uint16","Zone 3 process heat setpoint","Heizkreis 3 Prozesswärme-Sollwert","zone3_process_heat_setpoint","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","1695","1","uint16","Zone 3 heating control strategy (0=Automatic; 1=Room control; 2=Weather-compensated; 3=Weather-compensated + room)","Heizkreis 3 Regelstrategie (0=Automatisch; 1=Raumregelung; 2=Witterungsgeführt; 3=Witterungsgeführt + Raum)","zone3_heating_control_strategy","","0-65535","mdi:strategy","","German parameter list","R/W","R"
"Zones - Parameters","1696","1","uint16","Zone 3 max flow setpoint","Heizkreis 3 Max. Vorlaufsollwert","zone3_max_flow_setpoint","°C","0-65535","mdi:thermometer-chevron-up","0.01","German parameter list","R/W","R"
"Zones - Parameters","1697","1","uint16","Zone 3 cooling mixing circuit setpoint","Heizkreis 3 Kühlsollwert Mischkreis","zone3_cooling_mixing_setpoint","°C","0-65535","mdi:snowflake-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","1698","1","uint16","Zone 3 heating curve gradient","Heizkreis 3 Heizkurve Steilheit","zone3_heating_curve_gradient","","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","1699","1","uint16","Zone 3 heating curve footpoint","Heizkreis 3 Heizkurve Fußpunkt","zone3_heating_curve_footpoint","°C","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","1700","1","uint16","Zone 3 heating curve footpoint night","Heizkreis 3 Heizkurve Fußpunkt Nacht","zone3_heating_curve_footpoint_night","°C","0-65535","mdi:chart-line","0.1","German parameter list","R/W","R"
"Zones - Parameters","1701","1","uint16","Zone 3 max preheat time","Heizkreis 3 Max. Vorheizzeit","zone3_max_preheat_time","min","0-65535","mdi:clock-start","","German parameter list","R/W","R"
"Zones - Parameters","1702","1","uint16","Zone 3 mixing valve shift","Heizkreis 3 Mischventil Verschiebung","zone3_mixing_valve_shift","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","1703","1","uint16","Zone 3 mixing valve bandwidth","Heizkreis 3 Mischventil Bandbreite","zone3_mixing_valve_bandwidth","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","1704","1","uint16","Zone 3 DHW hysteresis","Heizkreis 3 TWW Hysterese","zone3_dhw_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","1705","1","uint16","Zone 3 DHW calorifier offset","Heizkreis 3 TWW Speicher Verschiebung","zone3_dhw_calorifier_offset","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","1706","1","uint16","Zone 3 DHW calorifier setpoint raise","Heizkreis 3 TWW Speicher Sollwertanhebung","zone3_dhw_calorifier_raise","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","1707","1","uint16","Zone 3 process heat hysteresis","Heizkreis 3 Prozesswärme Hysterese","zone3_process_heat_hysteresis","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","1708","1","uint16","Zone 3 process heat offset","Heizkreis 3 Prozesswärme Verschiebung","zone3_process_heat_offset","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","1709","1","uint16","Zone 3 process heat calorifier raise","Heizkreis 3 Prozesswärme Sollwertanhebung","zone3_process_heat_calorifier_raise","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","1710","1","uint16","Zone 3 DHW calorifier hysteresis","Heizkreis 3 TWW Speicher Hysterese","zone3_dhw_calorifier_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","1711","1","uint16","Zone 3 pump post-run","Heizkreis 3 Pumpennachlauf","zone3_pump_post_run","min","0-65535","mdi:pump","","German parameter list","R/W","R"
"Zones - Parameters","1712","1","uint16","Zone 3 time program (0=Time program 1; 1=Time program 2; 2=Time program 3)","Heizkreis 3 Zeitprogramm (0=Zeitprogramm 1; 1=Zeitprogramm 2; 2=Zeitprogramm 3)","zone3_time_program_selected","","0-65535","mdi:clock-outline","","German parameter list","R/W","R"
"Zones - Measurements","2124","1","int16","Zone 3 flow temperature","Heizkreis 3 Vorlauftemperatur","zone3_flow_temp","°C","-32768-32767","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","2125","1","uint16","Zone 3 flow setpoint","Heizkreis 3 Temperatursollwert","zone3_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","2126","1","int16","Zone 3 room setpoint","Heizkreis 3 Raumtemperatursollwert","zone3_room_setpoint","°C","-32768-32767","","0.1","GTW-08 spec","R","R"
"Zones - Measurements","2127","1","int16","Zone 3 outdoor temperature","Heizkreis 3 Außentemperatur","zone3_outside_temp","°C","-32768-32767","","0.01","German parameter list","R","R"
"Zones - Measurements","2128","1","int16","Zone 3 room temperature","Heizkreis 3 Raumtemperatur","zone3_room_temp","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R","R"
"Zones - Measurements","2129","1","int16","Zone 3 room temperature measured","Heizkreis 3 Raumtemperatur gemessen","zone3_room_temp_measured","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Measurements","2130","1","bool","Zone 3 heat demand","Heizkreis 3 Wärmeanforderung","zone3_heat_demand","","0-1","","","German parameter list","R","R"
"Zones - Measurements","2131","1","uint16","Zone 3 activity (0=Off; 1=Eco; 2=Comfort; 3=Anti-legionella)","Heizkreis 3 Einstellung (0=Aus; 1=Eco; 2=Komfort; 3=Anti-Legionellen)","zone3_activity","","0-65535","mdi:thermostat","","GTW-08 spec","R","R"
"Zones - Measurements","2132","1","uint16","Zone 3 operating mode (0=Scheduling; 1=Manual; 2=Off; 3=Temporary)","Heizkreis 3 Betriebsart (0=Zeitprogramm; 1=Manuell; 2=Aus; 3=Temporär)","zone3_operating_mode","","0-65535","mdi:cog","","GTW-08 spec","R","R"
"Zones - Measurements","2133","1","uint16","Zone 3 heating mode (0=Standby; 1=Heating; 2=Cooling)","Heizkreis 3 Heizmodus (0=Standby; 1=Heizen; 2=Kühlen)","zone3_heating_mode","","0-65535","mdi:thermostat","","German parameter list","R","R"
"Zones - Measurements","2134","1","bool","Zone 3 pump","Heizkreis 3 Pumpe","zone3_pump","","0-1","","","GTW-08 spec","R","R"
"Zones - Measurements","2135","1","bool","Zone 3 flow measurement","Heizkreis 3 Vorlaufmessung","zone3_flow_measurement","","0-1","mdi:thermometer-check","","GTW-08 spec","R","R"
"Zones - Measurements","2136","1","bool","Zone 3 mixing valve opening","Heizkreis 3 Mischventil öffnend","zone3_mixing_valve_opening","","0-1","mdi:valve-open","","German parameter list","R","R"
"Zones - Measurements","2137","1","bool","Zone 3 swimming pool pump","Heizkreis 3 Schwimmbadpumpe","zone3_swimming_pool_pump","","0-1","mdi:pool","","German parameter list","R","R"
"Zones - Measurements","2138","1","bool","Zone 3 electrical backup output","Heizkreis 3 Elektro-Backup Ausgang","zone3_electrical_backup_output","","0-1","mdi:lightning-bolt","","German parameter list","R","R"
"Zones - Measurements","2139","2","uint32","Zone 3 pump hours","Heizkreis 3 Pumpenbetriebsstunden","zone3_pump_hours","h","0-4294967295","mdi:clock-outline","","GTW-08 spec","R","R"
"Zones - Measurements","2141","2","uint32","Zone 3 pump starts","Heizkreis 3 Pumpenstarts","zone3_pump_starts","","0-4294967295","mdi:counter","","GTW-08 spec","R","R"
"Zones - Parameters","2176","1","uint16","Zone 4 type (0=Not present; 1=CH only; 2=CH and cooling; 3=DHW; 4=Process heat; 5=Swimming pool; 254=Other)","Heizkreis 4 Typ (0=Nicht vorhanden; 1=Nur Heizung; 2=Heizung + Kühlung; 3=Warmwasser; 4=Prozesswärme; 5=Schwimmbad; 254=Sonstige)","zone4_zone_type","","0-65535","mdi:information-outline","","German parameter list","R","R"
"Zones - Parameters","2177","1","uint16","Zone 4 function (0=Disabled; 1=Direct; 2=Mixing circuit; 3=Swimming pool; 4=High temperature; 5=Fan convector; 6=DHW tank; 7=Electrical DHW; 8=Time program; 9=Process heat; 10=DHW layered; 11=DHW internal tank; 12=DHW commercial tank; 13=Occupied; 254=DHW primary)","Heizkreis 4 Funktion (0=Deaktiviert; 1=Direkt; 2=Mischkreis; 3=Schwimmbad; 4=Hochtemperatur; 5=Gebläsekonvektor; 6=Warmwasserspeicher; 7=Elektrische Warmwasserbereitung; 8=Zeitprogramm; 9=Prozesswärme; 10=Warmwasser geschichtet; 11=Interner Warmwasserspeicher; 12=Gewerblicher Warmwasserspeicher; 13=Belegt; 254=TWW primär)","zone4_function","","0-65535","mdi:information-outline","","GTW-08 spec","R","R"
"Zones - Parameters","2181","1","uint16","Zone 4 device type","Heizkreis 4 Gerätetyp","zone4_device_type","","0-65535","mdi:developer-board","","GTW-08 spec","R","R"
"Zones - Parameters","2184","1","uint16","Zone 4 fixed flow setpoint","Heizkreis 4 Vorlaufsollwert (fest)","zone4_fixed_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Parameters","2185","1","uint16","Zone 4 control mode (0=Scheduling; 1=Manual; 2=Off)","Heizkreis 4 Steuerungsmodus (0=Zeitprogramm; 1=Manuell; 2=Aus)","zone4_control_mode","","0-65535","mdi:cog","","GTW-08 spec","R/W","R"
"Zones - Parameters","2186","1","uint16","Zone 4 comfort setpoint 1","Heizkreis 4 Komfortsollwert 1","zone4_comfort_setpoint_1","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2187","1","uint16","Zone 4 comfort setpoint 2","Heizkreis 4 Komfortsollwert 2","zone4_comfort_setpoint_2","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2188","1","uint16","Zone 4 comfort setpoint 3","Heizkreis 4 Komfortsollwert 3","zone4_comfort_setpoint_3","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2189","1","uint16","Zone 4 comfort setpoint 4","Heizkreis 4 Komfortsollwert 4","zone4_comfort_setpoint_4","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2190","1","uint16","Zone 4 comfort setpoint 5","Heizkreis 4 Komfortsollwert 5","zone4_comfort_setpoint_5","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2191","1","uint16","Zone 4 night setback","Heizkreis 4 Nachtabsenkung","zone4_night_setback","°C","0-65535","mdi:weather-night","0.1","German parameter list","R/W","R"
